1	1	1
2	2	1
3	3	1
4	4	1
5	5	1
6	6	1
7	0	0
8	7	1
9	8	1
10	9	1
11	10	1
12	11	1
13	12	1
14	13	1
15	14	1
16	15	1
17	16	1
18	0	0
19	17	1
20	12	1
21	11	1
22	18	1
23	19	1
24	20	1
25	21	1
26	22	1
27	23	1
28	24	1
29	25	1
30	20	1
31	0	0
32	26	1
33	8	1
34	27	1
35	18	1
36	28	1
37	29	1
38	30	1
39	31	1
40	32	1
41	13	1
42	33	1
43	14	1
44	0	0
45	34	1
46	35	1
47	36	1
48	13	1
49	0	0
50	11	1
51	25	1
52	2	1
53	6	1
54	12	1
55	13	1
56	24	1
57	37	1
58	38	1
59	39	1
60	40	1
61	27	1
62	15	1
63	25	1
64	41	1
65	42	1
66	43	1
67	18	1
68	44	1
69	9	1
70	21	1
71	45	1
72	25	1
73	46	1
74	33	1
75	46	1
76	6	1
77	47	1
78	48	1
79	33	1
80	1	1
81	13	1
82	46	1
83	9	1
84	25	1
85	49	1
86	23	1
87	19	1
88	67	0
89	27	1
90	1	1
91	24	1
92	48	1
93	50	1
94	1	1
95	84	0
96	46	1
97	12	1
98	19	1
99	51	1
100	26	1
101	0	0
102	33	1
103	4	0
104	52	1
105	18	1
106	24	1
107	5	1
108	51	1
109	53	1
110	54	1
111	55	1
112	11	1
113	18	1
114	56	1
115	57	1
116	46	1
117	21	1
118	33	1
119	9	1
120	58	1
121	0	0
122	59	1
123	33	1
124	33	1
125	0	0
126	20	1
127	33	1
128	13	1
129	60	1
130	25	0
131	61	1
132	21	1
133	3	1
134	50	1
135	0	0
136	46	1
137	62	1
138	55	1
139	19	1
140	63	1
141	19	1
142	64	1
143	13	1
144	61	1
145	65	1
146	27	1
147	48	1
148	56	1
149	7	1
150	61	1
151	7	1
152	9	1
153	1	1
154	66	1
155	66	1
156	20	1
157	67	1
158	48	1
159	47	1
160	62	1
161	33	1
162	57	1
163	0	0
164	68	1
165	22	1
166	8	1
167	16	1
168	57	1
169	25	1
170	69	1
171	70	1
172	61	1
173	26	1
174	71	1
175	98	0
176	56	1
177	0	0
178	3	1
179	72	1
180	26	1
181	50	1
182	41	1
183	43	1
184	21	1
185	3	1
186	71	1
187	57	1
188	31	1
189	26	1
190	22	1
191	43	1
192	66	1
193	73	1
194	6	1
195	21	1
196	56	1
197	9	1
198	16	1
199	6	1
200	26	1
201	43	1
202	6	1
203	66	1
204	46	1
205	0	0
206	64	1
207	23	1
208	52	1
209	16	1
210	4	1
211	54	1
212	61	1
213	43	1
214	65	1
215	26	1
216	13	1
217	18	1
218	70	1
219	12	1
220	45	1
221	43	1
222	41	1
223	57	1
224	19	1
225	46	1
226	27	1
227	36	1
228	20	0
229	63	1
230	36	1
231	48	1
232	14	1
233	43	1
234	70	1
235	3	1
236	74	1
237	43	1
238	43	1
239	9	1
240	21	1
241	43	1
242	48	1
243	20	1
244	3	1
245	36	1
246	54	1
247	49	1
248	20	1
249	19	1
250	59	1
251	20	1
252	66	1
253	26	1
254	27	1
255	57	1
256	75	1
257	76	1
258	12	1
259	73	1
260	56	1
261	43	1
262	41	1
263	20	0
264	8	1
265	65	1
266	32	1
267	43	1
268	21	1
269	5	1
270	0	0
271	55	1
272	21	1
273	48	1
274	53	1
275	0	0
276	31	1
277	27	1
278	20	1
279	77	1
280	31	1
281	55	1
282	0	0
283	8	1
284	66	1
285	15	1
286	4	1
287	47	1
288	10	1
289	2	1
290	53	1
291	50	1
292	8	1
293	41	1
294	28	1
295	78	1
296	25	1
297	41	1
298	76	1
299	41	1
300	30	1
301	20	1
302	21	1
303	14	1
304	1	1
305	41	1
306	20	1
307	31	1
308	66	1
309	36	1
310	79	1
311	31	1
312	30	1
313	72	1
314	0	0
315	55	1
316	48	1
317	20	1
318	45	1
319	43	1
320	8	1
321	25	1
322	0	0
323	25	1
324	80	1
325	33	1
326	36	1
327	53	1
328	67	1
329	57	1
330	0	0
331	79	1
332	67	1
333	60	1
334	56	1
335	57	1
336	5	1
337	81	1
338	0	0
339	19	1
340	20	1
341	24	1
342	55	1
343	0	0
344	63	1
345	56	1
346	24	1
347	40	1
348	14	1
349	64	1
350	0	0
351	27	0
352	6	1
353	3	1
354	55	1
355	25	1
356	11	1
357	79	1
358	82	1
359	40	1
360	0	0
361	27	1
362	66	1
363	77	1
364	78	1
365	83	1
366	26	1
367	34	1
368	24	1
369	24	1
370	14	1
371	84	1
372	75	1
373	0	0
374	16	1
375	66	1
376	85	1
377	61	1
378	30	1
379	49	1
380	16	1
381	0	0
382	21	1
383	24	1
384	41	1
385	56	1
386	73	1
387	43	1
388	86	1
389	25	1
390	46	1
391	23	1
392	58	1
393	31	1
394	0	0
395	62	1
396	46	1
397	81	1
398	30	1
399	65	1
400	25	1
401	60	0
402	13	1
403	21	1
404	9	1
405	79	1
