Data generate using Networkx LFR_benchmark_graph()n:10000, tau1:2.5, tau2:1.5, mu:0.5, avg_deg30, k_max:400
0 5362
0 5536
0 9116
0 2405
0 4327
0 2001
0 2370
0 7273
0 3521
0 6296
0 6113
0 646
0 7195
0 1915
0 8835
0 5052
0 6173
0 3409
0 423
0 2872
0 9327
0 3180
0 169
1 4967
1 3108
1 6293
1 9614
1 7681
1 9894
1 8316
1 3917
1 4452
1 9822
1 8257
1 6699
1 9583
1 560
1 4987
1 1355
1 3760
1 521
1 2569
1 9422
1 8423
1 5397
1 2030
1 824
1 3770
1 9041
1 6406
1 8501
2 8699
2 7886
2 9612
2 7026
2 673
2 3088
2 8719
2 6255
2 828
2 7073
2 8417
2 2071
2 8074
2 2561
2 7290
2 1242
2 9962
2 1626
3 3068
3 8790
3 3775
3 3169
3 3689
3 702
3 3866
3 9472
3 1174
3 9407
3 3376
3 518
3 5029
3 613
3 3067
3 3089
3 4383
3 4664
3 9344
3 209
3 7125
3 7092
3 4370
3 5123
3 3618
3 8842
3 4823
3 4274
3 2276
3 4694
3 501
3 1505
3 8819
3 3157
4 8739
4 68
4 3865
4 270
4 6231
4 2700
4 6844
4 6906
4 9230
4 4193
4 106
4 1579
4 2319
4 1197
4 9072
4 5232
4 3080
4 6167
4 5132
4 8560
4 7691
4 522
4 4395
4 9526
4 3942
4 7040
4 3695
4 1883
4 7839
4 9416
4 9510
4 84
4 8220
4 1195
4 779
4 6382
4 515
4 7322
4 814
4 4468
4 3846
4 4944
4 4291
4 5863
4 9401
4 268
4 6181
4 5503
5 4085
5 2426
5 5739
5 3749
5 7528
5 1814
5 8928
5 7817
5 625
5 7305
5 3728
5 9866
5 8565
5 2719
5 2357
5 8144
5 8840
5 1190
5 8918
5 6312
5 8371
5 4491
5 4568
5 478
5 733
5 9127
5 8178
5 5903
5 5964
5 9276
5 6092
5 8736
5 9530
5 9417
5 1078
5 6726
5 1015
5 4918
5 1663
5 2296
6 9344
6 2884
6 4408
6 4731
6 5182
6 6555
6 4265
6 5859
6 2804
6 3555
6 1812
6 5714
6 6685
6 6384
6 7708
6 7462
6 7647
6 1352
6 2141
6 5244
6 5808
6 5544
6 687
7 7696
7 4218
7 7051
7 5383
7 5515
7 7139
7 1650
7 8800
7 4481
7 4467
7 6266
7 2238
7 1327
7 7481
7 1611
7 1569
7 9641
7 1042
7 3511
7 5397
7 5065
7 3276
8 712
8 1303
8 1104
8 2528
8 5819
8 6610
8 7105
8 1247
8 4791
8 7297
8 8404
8 5042
8 6341
8 5760
8 6711
8 2695
8 6041
8 432
8 4293
8 8071
8 7740
8 4577
8 3835
8 5157
8 4128
8 4005
9 5281
9 8198
9 9334
9 9035
9 1445
9 5792
9 7941
9 7601
9 5091
9 8556
9 1565
9 1986
9 8704
9 647
9 7744
9 9352
9 3151
9 9484
9 3877
9 2925
9 9565
9 4913
9 9700
9 9485
9 1472
10 2092
10 3187
10 9392
10 8251
10 8244
10 6055
10 7791
10 1703
10 2265
10 6259
10 1866
10 4471
10 4766
10 1262
10 1628
10 9279
10 9896
10 2633
10 1577
10 5857
10 559
10 10
10 7295
10 4384
10 3581
10 287
10 9127
10 6962
10 7426
10 8375
10 8917
10 977
10 58
10 424
10 9830
10 7745
10 4816
10 7734
10 4632
10 3102
10 29
10 2180
10 5811
10 7795
10 9327
10 8093
10 350
10 933
10 176
10 2144
10 1201
10 7166
10 9220
10 7766
10 3228
10 3878
10 5006
10 8132
10 5475
10 46
11 8451
11 4629
11 7440
11 5208
11 4109
11 4859
11 3230
11 5977
11 9246
11 1259
11 6658
11 9610
11 3653
11 7208
11 3456
11 9702
11 5789
11 6485
11 7004
11 1203
11 504
11 3117
11 4645
11 3050
11 6012
11 997
11 7502
11 5110
11 3235
11 9449
11 6160
11 8211
11 7860
11 4236
11 2022
11 8099
11 5556
11 5006
11 1728
11 7766
11 8236
11 5616
11 6278
11 7326
11 2458
11 4575
11 8290
11 8355
11 6457
11 501
11 2576
11 2577
11 8740
11 8886
11 9348
11 3281
11 7392
11 1564
11 7893
11 5880
12 8177
12 8306
12 9853
12 5362
12 9433
12 7832
12 6551
12 7952
12 7362
12 1761
12 9975
12 1293
12 19
12 8321
12 795
12 3191
12 3197
12 7408
12 3364
12 3375
12 7535
12 1522
12 3775
12 192
12 6760
12 1044
12 7704
12 3506
12 6756
12 2509
12 6020
12 4701
13 5306
13 1327
13 665
13 1673
13 393
13 5072
13 4723
13 7561
13 5259
13 2379
13 5636
13 7826
13 8102
13 1123
13 7020
13 7955
13 7273
13 6120
13 3283
13 6793
13 8903
13 448
13 4951
13 6020
13 4221
14 4122
14 1652
14 5913
14 3177
14 6853
14 565
14 1105
14 5239
14 3670
14 5486
14 1139
14 3488
14 4618
14 2050
14 8827
14 5221
14 8972
14 3244
14 8866
14 8550
14 6357
14 459
14 4534
14 369
14 1251
14 6831
14 8585
14 5542
14 2154
14 3545
14 347
14 4227
14 6235
14 4742
14 6782
14 42
14 9602
14 1388
14 4794
14 4080
14 5616
14 7806
14 2353
14 3721
14 593
14 1501
14 1382
14 4298
14 9123
14 8697
14 337
14 1691
14 1304
14 4515
14 6822
14 8449
14 9548
14 7915
14 5678
14 5777
14 3583
14 2329
14 1746
14 3539
14 3930
14 3432
14 4520
14 3981
14 3767
14 4566
14 1635
14 6360
14 5293
14 2395
14 6113
14 1402
14 6175
14 642
14 6383
14 2625
14 7453
14 8041
14 938
15 5604
15 3093
15 7363
15 3200
15 5390
15 9738
15 2185
15 2045
15 2765
15 9609
15 5668
15 6821
15 4544
15 3917
15 5828
15 3427
15 8769
15 4390
15 8462
15 9396
15 9168
15 6811
16 587
16 6219
16 4965
16 1161
16 5960
16 8621
16 8867
16 8385
16 3259
16 1238
16 2360
16 5242
16 5984
16 9478
16 8575
16 5832
16 9844
16 6149
16 5659
16 4078
16 482
16 2828
16 4428
16 6059
16 4071
16 9368
16 4766
16 1308
16 1667
16 6508
16 4975
16 5657
16 4803
16 2757
16 3283
16 448
16 623
16 5978
17 6332
17 8203
17 7440
17 4062
17 6992
17 9276
17 3362
17 9578
17 9360
17 7087
17 9640
17 2618
17 6626
17 9055
17 9355
17 4522
17 2888
17 2890
17 1021
17 1575
18 2269
18 8359
18 4967
18 9160
18 1522
18 1178
18 3345
18 2126
18 6790
18 9005
18 6603
18 3086
18 3222
18 949
18 1576
18 8770
18 1299
18 7191
18 5149
18 587
18 4680
18 9809
18 8292
18 9070
18 6262
18 8266
18 4881
18 7757
18 7426
18 3414
18 9342
18 1013
19 7767
19 4197
19 9528
19 149
19 725
19 7933
19 4395
19 2920
19 4358
19 8575
19 1429
19 5446
19 6805
19 4954
19 3197
19 5263
19 5349
19 7440
19 7681
19 3775
19 5903
19 3957
19 7057
19 1287
19 3626
19 3000
19 4616
19 4854
19 5094
19 7955
19 6317
19 9843
19 1036
19 2518
19 9527
19 5472
19 6989
20 4548
20 6682
20 2873
20 6402
20 2858
20 3870
20 77
20 4348
20 8751
20 3026
20 208
20 4333
20 8445
20 8355
20 6457
20 501
20 2577
20 6689
20 8853
20 7004
20 3117
20 9369
20 5871
20 5500
21 9599
21 6534
21 4910
21 7026
21 9529
21 7170
21 5985
21 5779
21 2466
21 4564
21 7363
21 9812
21 9948
21 839
21 3503
21 6168
21 1712
21 8220
21 6633
21 4859
21 4042
21 7840
21 9121
21 4710
21 3919
21 5139
21 5255
21 3771
21 7382
22 8647
22 1339
22 2830
22 4004
22 5496
22 7761
22 1683
22 8400
22 2708
22 2311
22 450
22 6319
22 6145
22 5424
22 668
22 8674
22 8511
22 4742
22 1614
22 621
22 8823
22 8337
22 1202
22 223
22 9460
22 248
22 3892
22 4452
22 6079
22 7350
22 724
22 6273
22 7026
22 7417
22 2528
22 8257
22 6076
22 1349
22 2338
22 9799
22 448
22 4653
23 5231
23 2120
23 7408
23 8857
23 8326
23 2981
23 5366
23 5977
23 525
23 6124
23 3173
23 1822
23 623
23 6421
23 5581
23 5082
23 7167
23 3908
23 9046
23 9552
23 6493
23 3925
23 611
23 3352
23 9240
23 5157
23 7215
23 839
23 5908
23 4540
23 7679
23 4121
23 4472
23 5609
23 5724
23 2446
23 1577
23 8934
23 816
23 9964
23 5855
23 6404
23 7236
23 8417
23 6035
23 2946
23 8237
23 6896
23 1628
23 1532
23 3163
23 5745
23 2802
23 9987
23 3141
23 1675
23 3967
23 2299
23 9675
23 4934
23 4457
23 6984
23 1242
23 5483
23 5510
23 9953
23 7992
24 6999
24 6008
24 1893
24 1402
24 6651
24 69
24 3261
24 7364
24 2466
24 4405
24 2684
24 2942
24 623
24 6262
24 8570
24 8608
24 6563
24 8689
24 8692
24 8941
24 2854
24 8095
24 7868
24 9073
24 8636
24 9618
24 6726
25 7165
25 9029
25 4990
25 5207
25 7535
25 9270
25 7850
25 8165
25 7350
25 4285
25 4687
25 9546
25 1895
25 8462
25 1454
25 2618
25 4617
25 4881
25 9994
25 7970
25 4187
25 4202
25 8417
25 3485
25 7004
25 4003
25 3352
26 9023
26 3185
26 8707
26 665
26 9005
26 1817
26 5428
26 1447
26 3556
26 5971
26 9660
26 4186
27 9549
27 3160
27 5064
27 7761
27 8447
27 8051
27 2986
27 3378
27 42
27 7571
27 1014
27 3464
27 2294
27 3887
27 3068
27 5662
27 5461
27 1302
27 4315
27 8663
27 4869
27 2630
27 901
27 3572
27 2689
27 1570
27 8230
27 4639
27 9863
27 6470
27 368
27 2436
27 1989
27 4439
27 4221
27 2965
28 2541
28 3846
28 6876
28 2001
28 5639
28 2127
28 6699
28 2310
28 3511
28 3261
28 1910
28 7672
28 1400
28 3839
28 3143
28 6495
28 8661
28 5043
28 5415
28 3036
28 9544
28 8903
28 5280
28 8905
28 4290
28 7203
28 722
28 8237
28 4518
28 281
28 9746
28 9812
28 1630
28 7634
28 6348
28 4477
28 7666
28 4727
28 5829
28 3801
28 5968
28 5060
28 7290
28 1052
28 2182
29 8497
29 5605
29 2430
29 211
29 4920
29 4208
29 5756
29 5063
29 6273
29 6564
29 7913
29 8750
29 7597
29 298
29 5180
29 7691
29 2457
29 4610
29 656
29 2668
29 2219
29 1735
29 6893
29 8591
29 2970
29 6056
29 1626
29 4378
29 2869
29 754
29 786
29 4616
29 7259
29 6685
29 1094
29 4958
29 3261
29 4352
29 5957
29 959
29 7116
29 7539
29 249
29 8030
29 9978
29 6792
29 358
29 3392
29 1456
29 5931
29 7847
29 7992
29 4717
29 1068
29 400
29 3808
29 9441
29 8827
29 2074
29 6614
29 3323
29 9319
29 239
29 5291
29 155
29 8419
29 2285
29 3486
30 865
30 1766
30 9057
30 9339
30 2789
30 9724
30 8043
30 9390
30 8254
30 8851
30 1484
30 1401
30 2850
30 7728
30 5425
30 571
30 7277
30 776
30 3670
30 2210
30 1505
30 8182
30 4236
31 726
31 3374
31 2971
31 6147
31 191
31 3246
31 8106
31 8957
31 4215
31 3273
31 9177
31 1013
31 4198
31 5472
31 1663
31 749
31 3272
32 4548
32 4921
32 4280
32 222
32 5064
32 8559
32 5509
32 3636
32 2321
32 3764
32 8772
32 1305
32 3875
32 2492
32 6965
32 6573
32 468
32 2427
32 7414
32 6711
32 2110
32 6041
32 3744
32 165
32 432
32 8851
32 340
32 9510
32 8673
32 7496
32 7233
32 2681
33 4417
33 2873
33 161
33 6245
33 2801
33 7386
33 5145
33 5756
33 2127
33 1670
33 4660
33 1286
33 4616
33 276
33 3385
33 5322
33 7370
33 88
33 4640
33 8222
33 8652
33 145
33 1041
33 360
33 6699
33 7031
33 1813
33 6243
33 3956
33 8339
33 3419
33 6508
33 4519
33 6090
33 6274
33 4959
33 2802
33 6366
33 3620
33 9912
33 6869
33 9042
33 6825
33 9421
33 9905
33 1059
33 2208
33 7236
33 7436
33 312
33 7692
33 5978
33 4169
33 3528
33 3477
33 8989
33 7205
33 60
33 4554
33 3132
33 1424
33 477
33 8332
33 647
33 7004
33 7361
34 9057
34 4107
34 7730
34 4285
34 3886
34 5123
34 6252
34 8061
34 3618
34 7333
34 2618
34 6041
34 9118
34 8681
34 7510
35 2115
35 2181
35 6418
35 9800
35 6439
35 600
35 8352
35 8613
35 4458
35 5380
35 4444
35 425
35 8457
35 9214
35 4552
35 5578
35 5494
35 8048
35 3185
35 293
35 4940
35 6090
35 4370
35 2762
35 2246
35 3261
35 4727
35 639
36 8357
36 4675
36 9290
36 3775
36 4719
36 907
36 5876
36 2121
36 7568
36 5821
36 2506
36 2439
36 2486
36 818
36 7673
36 5487
36 7663
36 3523
36 7650
36 2034
36 7952
36 8045
36 3875
36 8539
36 7345
36 8713
36 1479
36 7842
36 3038
36 8576
36 4573
36 5599
36 9921
36 3012
36 2044
36 7692
36 7235
36 4728
36 8602
36 7885
36 3070
36 4969
36 6943
36 9666
36 7180
36 754
36 2324
36 1718
36 3422
36 4445
36 5067
36 6889
36 3296
36 252
36 5977
36 5879
36 1516
36 6992
36 2673
36 3651
36 2933
36 1858
36 6898
36 6242
36 7322
36 2367
36 4524
36 2995
36 5973
36 3387
36 238
36 4802
36 794
36 904
36 4534
36 1646
36 2614
36 4278
36 1204
36 9865
36 8086
36 2546
36 3749
36 5842
36 5924
36 3544
36 5614
36 622
36 746
36 4854
36 4970
36 5094
36 8089
36 3441
36 886
36 9168
36 6126
36 1058
37 7535
37 3411
37 3957
37 2898
37 4383
37 7813
37 2354
37 4477
37 1215
37 4694
37 172
37 2605
37 901
37 4705
37 8906
37 2403
37 2352
37 6445
37 2552
37 5046
37 8086
37 169
37 2296
37 4016
38 8801
38 9980
38 9153
38 6147
38 8201
38 7724
38 8364
38 4830
38 7239
38 2372
38 7986
38 424
38 2536
38 784
38 5505
38 6281
38 7350
38 3494
38 1776
38 1018
38 4632
38 7417
38 7365
38 7925
38 454
39 2510
39 865
39 3627
39 2777
39 2841
39 5933
39 7867
39 921
39 7959
39 5153
39 1671
39 2499
39 6067
39 7368
39 8531
39 5724
39 1515
39 3702
39 9154
39 2218
39 9084
39 4883
40 4567
40 6935
40 1027
40 5601
40 7026
40 2885
40 8127
40 6719
40 9511
40 4060
40 1524
40 9963
40 5637
40 4063
40 5751
40 1602
40 4099
40 5414
40 5844
40 9909
40 3613
40 810
40 8890
40 5412
40 3355
40 7507
40 1369
40 2696
40 5278
40 2685
40 80
40 6027
40 1045
40 8825
40 9037
40 6807
40 5305
40 4026
40 3372
40 9050
40 7889
40 1606
40 7484
40 646
40 7974
40 9292
40 769
40 1445
40 2087
40 7812
40 4859
40 4917
40 7150
40 787
40 7856
40 1251
40 9810
40 9975
40 1432
40 1718
40 165
40 5433
40 2688
40 8580
40 190
40 2922
40 6485
40 976
40 551
40 1229
40 4492
40 3893
40 9174
40 4353
40 3929
40 2687
40 8938
40 9325
40 4388
40 8172
40 54
40 8461
40 8020
40 1350
40 744
40 4829
40 7837
40 9536
40 2145
40 3294
40 3733
40 7810
40 5805
40 8599
40 6888
40 3026
40 5320
40 1382
40 3521
40 5827
40 4044
40 6925
40 5483
40 3371
40 3272
41 3737
41 6737
41 6316
41 41
41 3166
41 4526
